class_unclass,contig_name,taxon,length,kmers
C,ENA_ABAV01035768_ABAV01035768.1,Delftia acidovorans SPH-1 (taxid 398578),1271,0:7 80865:5 0:1 80865:43 28216:5 80865:1 28216:16 80840:1 28216:1 1224:24 80840:1 2:14 80840:5 80864:2 80865:4 80864:3 80865:5 80864:5 80865:36 80840:5 80865:17 80864:2 80865:20 398578:9 80865:3 398578:3 80864:4 398578:6 80864:15 80865:14 80864:1 80865:9 80864:2 80865:7 1224:2 2:25 80840:5 80864:1 80840:15 80865:9 80864:3 80865:69 80864:16 80840:4 2:22 1224:1 2:10 80840:11 2:5 80840:18 80865:19 80864:8 80865:6 1224:12 80864:7 28216:1 80840:6 80864:14 80865:2 80864:2 80865:7 80864:1 80865:25 80864:5 80865:91 80864:3 80865:10 80864:5 80865:5 80864:5 80840:17 80864:2 1224:7 80865:9 80840:3 80865:3 80840:4 80865:5 80864:2 80840:2 80864:9 1224:2 80864:26 80840:22 80864:2 80865:29 80864:30 80865:62 80864:4 80865:18 0:11 80865:1 0:20 80840:7 80865:7 80840:6 80865:19 80840:14 80864:34 80865:48 80864:25 80840:1 80864:12 80865:28
C,ENA_ABAV01035769_ABAV01035769.1,Delftia acidovorans SPH-1 (taxid 398578),885,80865:9 80866:28 80865:47 80864:5 80865:78 398578:21 80865:195 80864:13 285:3 80864:5 0:3 285:2 0:13 80865:12 80864:1 80865:3 80864:8 1224:7 2:21 1224:2 80840:6 1224:9 80864:23 80865:8 0:32 80865:4 80864:17 80865:1 80864:9 80840:1 80865:28 1224:5 80865:23 80864:11 80865:2 80864:5 80865:79 1920191:3 80865:13 0:4 80865:1 0:21 1224:16 0:1 1224:5 0:1 580332:3 0:21 742013:1 2109914:1 80864:10 1224:1 80840:4 2201350:5 80840:1
C,ENA_ABAV01035774_ABAV01035774.1,Pseudomonas fluorescens (taxid 294),1301,0:240 294:2 0:330 316:2 0:60 1930532:8 0:104 1930532:2 0:89 251698:5 1395516:8 286:5 0:1 136843:5 294:7 0:18 286:3 0:25 286:5 0:45 303:4 169669:5 0:25 1930532:1 0:12 1930532:1 0:255
C,ENA_ABAV01035775_ABAV01035775.1,Pseudomonas putida (taxid 303),751,0:165 1297742:1 0:32 143813:2 0:3 286:11 0:11 286:1 0:9 286:2 0:8 353:6 286:1 135621:2 0:2 353:5 0:4 286:5 198618:1 286:5 303:5 0:436
C,ENA_ABAV01035783_ABAV01035783.1,root (taxid 1),815,1:46 0:735
C,ENA_ABAV01035787_ABAV01035787.1,Delftia acidovorans (taxid 80866),1010,80865:2 0:30 80865:13 80866:17 80865:2 80866:11 0:36 80865:33 80866:9 80865:1 80866:3 80865:5 80866:2 80864:1 80865:31 80866:13 0:16 80866:1 0:9 80865:79 80864:2 80865:11 80866:31 80865:35 80866:1 80865:5 80866:17 80865:95 80864:5 80865:8 80864:5 80865:2 80864:11 80865:12 0:31 80865:60 180282:5 80865:5 180282:5 0:14 80865:44 1224:5 80864:5 80865:18 0:28 80865:5 0:16 160660:5 0:1 80865:5 80840:1 80865:2 80864:7 80865:10 80866:1 80864:5 80866:9 0:13 742013:4 0:80 80865:38
C,ENA_ABAV01035788_ABAV01035788.1,Delftia sp. HK171 (taxid 1920191),952,80865:25 80866:1 80865:44 80866:3 80865:5 80866:2 80865:7 80866:5 80840:4 80865:2 80864:5 80865:28 80864:12 80840:2 28216:5 80840:1 28216:9 80840:5 1224:2 28216:8 80865:5 80864:2 80865:5 80840:5 80865:27 80864:1 80865:1 80864:5 0:34 80865:13 80864:2 80865:31 28216:13 80864:2 80840:5 80864:1 742013:14 80865:12 1224:10 80840:2 1224:1 80864:7 80865:5 80864:8 80865:57 2:2 190721:2 80865:5 0:1 190721:3 0:32 1678128:12 80864:7 80840:5 80864:2 1224:3 80840:6 2:4 1224:2 80840:1 28216:5 1224:6 80865:16 0:30 80865:7 398578:2 80865:14 80864:13 80865:1 80864:5 80865:10 80864:5 80865:53 80864:2 80865:13 0:2 398578:5 0:15 32008:6 119060:1 80865:3 80840:9 80865:5 1920191:22 80865:3 0:5 80865:1 0:6 180282:5 0:5 80865:5 0:5 80865:13 1920191:3 1224:2 80865:5 1920191:2 80865:3 1920191:5 80865:3 1920191:3 80865:1 1920191:5 80865:58
C,ENA_ABAV01035793_ABAV01035793.1,Delftia acidovorans SPH-1 (taxid 398578),1132,0:1076 398578:22
C,ENA_ABAV01035794_ABAV01035794.1,Azospirillum thiophilum (taxid 528244),794,0:99 1853232:2 0:44 528244:5 0:3 1224:1 0:606
C,ENA_ABAV01035824_ABAV01035824.1,Candidatus Baumannia cicadellinicola (taxid 186490),4503,0:1008 186490:5 0:596 287:2 0:183 A:34 0:2641
C,ENA_ABAV01035864_ABAV01035864.1,cellular organisms (taxid 131567),5399,0:299 9606:2 0:3430 1472767:2 0:1632
C,ENA_ABAV01036222_ABAV01036222.1,Desulfovibrio vulgaris (taxid 881),4787,0:219 746360:3 0:4251 881:5 0:275
C,ENA_ABAV01036307_ABAV01036307.1,Rb69virus (taxid 1913652),1365,0:732 1913652:2 0:317 1685010:1 0:279
C,ENA_ABAV01036332_ABAV01036332.1,cellular organisms (taxid 131567),3190,0:2445 697303:1 0:411 9606:1 0:298
C,ENA_ABAV01036428_ABAV01036428.1,[Eubacterium] rectale ATCC 33656 (taxid 515619),4546,0:748 33964:1 0:754 515619:3 0:3006
C,ENA_ABAV01036446_ABAV01036446.1,Clostridium pasteurianum (taxid 1501),9290,0:4004 1472767:1 0:3405 1501:3 0:1843
C,ENA_ABAV01036496_ABAV01036496.1,Providencia alcalifaciens (taxid 126385),4010,0:2936 126385:3 0:31 9606:1 0:1005
C,ENA_ABAV01036640_ABAV01036640.1,Deinococcus sp. NW-56 (taxid 2080419),17642,0:2682 319795:3 0:12577 2080419:5 0:2341
C,ENA_ABAV01036738_ABAV01036738.1,Bacillus cereus m1293 (taxid 526973),1027,0:713 9606:1 0:52 9606:1 0:38 131567:15 0:8 1491:5 0:77 526973:39 1239:9 0:35
C,ENA_ABAV01036774_ABAV01036774.1,Clostridium botulinum (taxid 1491),882,0:48 A:34 0:209 2057025:1 0:1 1:7 2:1 1:5 0:237 2057025:4 0:35 1491:3 0:5 131567:3 1491:4 0:251
C,ENA_ABAV01036991_ABAV01036991.1,Pseudomonas putida W619 (taxid 390235),1399,0:84 390235:2 0:46 390235:2 0:110 390235:2 0:62 390235:2 0:1055
C,ENA_ABAV01037078_ABAV01037078.1,Bacteria (taxid 2),2708,0:43 886377:5 0:1258 1031564:5 0:199 412965:3 0:1133 1865:3 0:25
C,ENA_ABAV01037079_ABAV01037079.1,Bacteria (taxid 2),766,0:38 2:5 0:673 9606:2 0:14
C,ENA_ABAV01037082_ABAV01037082.1,Alphaproteobacteria (taxid 28211),2267,0:381 9606:3 0:608 9606:2 0:56 2:5 0:149 2:5 0:677 28211:5 0:38 2:5 0:5 2:5 0:245 2:5 0:39
C,ENA_ABAV01037084_ABAV01037084.1,Bacteria (taxid 2),2416,0:142 9606:2 0:269 9606:2 0:56 2:5 0:91 9606:2 0:56 2:5 0:245 2:5 0:364 9606:2 0:150 9606:3 0:983
C,ENA_ABAV01037086_ABAV01037086.1,Alphaproteobacteria (taxid 28211),1100,0:393 9606:2 0:56 2:5 0:149 2:5 0:245 2:5 0:97 28211:5 0:104
C,ENA_ABAV01037088_ABAV01037088.1,Alphaproteobacteria (taxid 28211),1242,0:39 2:5 0:245 2:5 0:97 28211:5 0:812
C,ENA_ABAV01037097_ABAV01037097.1,Bacillus cereus m1293 (taxid 526973),1346,0:307 1491:4 131567:3 0:5 1491:3 0:35 2057025:4 0:225 A:34 0:459 9606:10 0:2 526973:5 0:169 1239:9 526973:38
C,ENA_ABAV01037103_ABAV01037103.1,Bartonella bovis 91-4 (taxid 1094491),3194,0:2387 1094491:3 0:372 521674:1 0:271 A:34 0:92
C,ENA_ABAV01037104_ABAV01037104.1,Bartonella bovis 91-4 (taxid 1094491),1696,0:353 1094491:3 0:389 521674:1 0:916
C,ENA_ABAV01037252_ABAV01037252.1,Francisella (taxid 262),8344,0:1479 9606:1 0:5 9606:1 0:5 9606:6 0:2 1318466:5 0:1346 1224:5 0:3 262:4 0:5448
C,ENA_ABAV01037358_ABAV01037358.1,Polaribacter sp. Hel1_33_78 (taxid 1336804),1166,49546:2 0:23 49546:3 0:6 1336804:9 0:5 1336804:5 1729720:5 49546:3 0:6 592029:2 0:7 592029:8 0:9 592029:1 0:27 49546:23 52959:2 49546:3 0:436 2:4 0:41 1850252:2 0:11 246787:7 0:82 52959:5 0:4 1774273:4 0:151 754417:5 0:3 754417:7 0:104 1790137:5 49546:1 0:60 49546:5 976:2 0:8 49546:3 976:1 1936081:5 0:5 363408:1 0:21
C,ENA_ABAV01037360_ABAV01037360.1,Flavobacteriaceae (taxid 49546),1521,0:81 1850252:1 0:9 49546:7 0:10 2183547:2 0:19 400092:5 0:339 9606:5 0:280 2175091:4 0:2 669041:4 237:5 0:126 1622118:1 0:10 1855336:5 0:30 96345:5 0:431 584609:1 0:2 49546:2 0:5 2058134:1 0:83 49546:5 0:2 52959:4 1855336:1
C,ENA_ABAV01037361_ABAV01037361.1,Tenacibaculum maritimum (taxid 107401),875,0:164 49546:5 1936080:1 1763534:5 0:64 128827:1 0:42 107401:8 104267:2 0:3 104267:5 0:189 49546:1 0:13 2173169:5 0:271 252356:2 0:3 252356:5 996801:2 0:50
C,ENA_ABAV01037412_ABAV01037412.1,Clostridium botulinum (taxid 1491),1414,0:19 131567:77 9606:9 0:92 2:2 131567:5 1239:2 2:5 131567:49 1491:5 0:1115
C,ENA_ABAV01037445_ABAV01037445.1,Clostridium botulinum (taxid 1491),1841,0:1661 9606:1 0:38 131567:15 0:8 1491:5 0:77 526973:2
C,ENA_ABAV01037449_ABAV01037449.1,Escherichia (taxid 561),1369,0:66 A:34 0:621 9606:1 0:71 131567:1 561:5 0:6 9606:1 0:35 9606:1 0:23 9606:1 0:17 131567:1 561:5 0:85 561:5 131567:18 0:6 9606:1 0:96 561:5 131567:12 0:6 9606:1 0:48 131567:5 0:30 131567:3 0:5 131567:4 0:31 131567:2 0:5 131567:40 0:38
C,ENA_ABAV01037451_ABAV01037451.1,Escherichia (taxid 561),2177,0:39 131567:1 561:5 131567:42 0:126 131567:1 561:5 0:6 9606:1 0:17 9606:1 0:17 9606:1 0:47 9606:1 0:17 131567:1 561:5 131567:36 0:6 9606:1 0:17 9606:1 0:23 9606:1 0:1725
C,ENA_ABAV01037590_ABAV01037590.1,Bacteria (taxid 2),14841,0:3692 2169540:1 0:9833 480520:1 0:1280
C,ENA_ABAV01037695_ABAV01037695.1,Cytophagales bacterium TFI 002 (taxid 1945892),1319,0:210 1945892:3 0:888 1764:1 0:183
C,ENA_ABAV01037806_ABAV01037806.1,Sebaldella termitidis ATCC 33386 (taxid 526218),1425,0:1172 526218:2 0:18 9606:1 0:145 A:34 0:19
C,ENA_ABAV01037889_ABAV01037889.1,Bacillus cereus m1293 (taxid 526973),2364,0:1417 526973:5 0:4 526973:5 0:899
C,ENA_ABAV01037890_ABAV01037890.1,Bacillus cereus m1293 (taxid 526973),1185,0:492 526973:5 0:4 526973:5 0:645
C,ENA_ABAV01037891_ABAV01037891.1,Bacillus cereus m1293 (taxid 526973),5512,0:1964 526973:5 0:4 526973:5 0:3500
C,ENA_ABAV01037896_ABAV01037896.1,Alphaproteobacteria (taxid 28211),4670,0:175 2:5 0:245 9606:2 0:832 2:5 0:90 9606:2 0:268 9606:2 0:56 2:5 0:91 9606:3 0:628 9606:2 0:56 2:5 0:96 28211:5 0:676 2:5 0:97 28211:5 0:1280
C,ENA_ABAV01037897_ABAV01037897.1,Bacteria (taxid 2),3821,0:299 9606:2 0:56 2:5 0:91 9606:2 0:56 2:5 0:186 9606:3 0:57 2:5 0:267 2:5 0:209 9606:2 0:56 2:5 0:1993 9606:12 0:2 2:5 0:464
C,ENA_ABAV01037966_ABAV01037966.1,Tenacibaculum maritimum (taxid 107401),1488,0:127 313603:1 0:15 976:5 0:171 104267:4 0:7 313595:1 0:469 2057808:1 0:63 107401:5 0:108 1355330:1 0:476
C,ENA_ABAV01037969_ABAV01037969.1,Flavobacteriaceae (taxid 49546),2339,0:515 1162:2 0:1572 996:1 1756150:5 49546:9 1936081:5 1529069:5 49546:2 0:17 1250153:5 0:27 49546:3 0:137
C,ENA_ABAV01037992_ABAV01037992.1,Pseudomonas fluorescens WH6 (taxid 746360),9544,0:14 A:34 0:2448 1214101:2 0:4451 746360:3 0:2558
C,ENA_ABAV01038049_ABAV01038049.1,Pseudanabaena sp. PCC 7367 (taxid 82654),1905,0:164 82654:1 0:8 82654:1 0:8 82654:1 0:8 82654:1 0:1679
C,ENA_ABAV01038228_ABAV01038228.1,Lactobacillus plantarum ZJ316 (taxid 1284663),4134,0:2447 573:2 1590:5 1284663:5 0:3 1284663:1 0:1637
C,ENA_ABAV01038321_ABAV01038321.1,Clostridium botulinum (taxid 1491),1939,0:190 2057025:4 0:35 1491:3 0:5 131567:3 1491:4 0:1661
C,ENA_ABAV01038400_ABAV01038400.1,cellular organisms (taxid 131567),4079,0:232 389348:5 0:2672 9606:5 0:1131
C,ENA_ABAV01038416_ABAV01038416.1,Bacillus coagulans (taxid 1398),1118,0:250 9606:2 0:57 1398:3 0:772
C,ENA_ABAV01038484_ABAV01038484.1,Thermosipho (taxid 2420),6684,0:511 2420:2 0:2470 29388:1 0:3666
C,ENA_ABAV01038517_ABAV01038517.1,Rhodovulum sulfidophilum (taxid 35806),1689,0:863 35806:5 0:72 35806:5 0:72 35806:5 0:72 35806:5 0:72 35806:5 0:479
C,ENA_ABAV01038535_ABAV01038535.1,Rivularia sp. PCC 7116 (taxid 373994),2482,0:142 9606:1 0:1084 373994:5 0:1216
C,ENA_ABAV01038601_ABAV01038601.1,Burkholderia thailandensis (taxid 57975),2145,0:63 9606:5 0:644 9606:11 0:1178 9606:4 131567:2 9606:1 131567:5 9606:1 131567:5 9606:1 131567:5 9606:1 131567:5 9606:1 131567:5 9606:1 131567:5 9606:1 131567:5 9606:1 131567:5 9606:1 131567:5 9606:1 131567:5 9606:1 131567:5 9606:1 131567:5 9606:1 131567:5 9606:1 131567:5 9606:1 131567:5 9606:1 131567:5 9606:12 0:3 57975:5 131567:4 9606:1 131567:2 80840:5 131567:1 80840:5 131567:1 80840:5 131567:1 80840:5 131567:1 80840:5 131567:1 80840:5 131567:1 80840:5 131567:1 80840:5 131567:1 80840:5 131567:1 80840:5 131567:1 80840:5 131567:1 80840:5 131567:1 80840:5 131567:1 80840:3
C,ENA_ABAV01038645_ABAV01038645.1,Terrabacteria group (taxid 1783272),3507,0:866 2148:1 0:18 417368:1 0:2587
C,ENA_ABAV01038684_ABAV01038684.1,Sebaldella termitidis ATCC 33386 (taxid 526218),4005,0:382 36853:1 0:2670 526218:7 0:3 9606:1 0:907
C,ENA_ABAV01038766_ABAV01038766.1,Kangiella geojedonensis (taxid 914150),7557,0:1375 1816218:2 0:4505 914150:5 0:1636
C,ENA_ABAV01038867_ABAV01038867.1,Flavobacteriaceae (taxid 49546),893,A:1 0:61 669041:1 49546:10 0:1 1150389:5 0:1 2:5 0:2 44008:5 0:139 49546:4 0:46 1855336:3 0:206 107401:1 0:18 1803846:5 0:12 1622118:2 0:8 1622118:1 376686:5 49546:8 669041:2 0:5 49546:1 0:301
C,ENA_ABAV01038870_ABAV01038870.1,Nonlabens sp. MB-3u-79 (taxid 2058134),916,0:84 1306519:3 0:9 2058134:7 0:1 2058134:8 0:74 754423:5 0:15 49546:5 2057808:1 49546:5 0:150 584609:2 0:446 1729720:5 754409:5 0:31 49546:5 0:12 411154:5 0:4
C,ENA_ABAV01038872_ABAV01038872.1,Polaribacter sp. SA4-12 (taxid 1312072),1636,0:11 49546:5 1239415:2 0:461 1312072:15 0:165 52959:5 0:190 584609:5 0:11 584609:4 0:1 584609:1 0:5 1336804:2 0:104 2:3 1168034:1 0:3 1168034:5 1302:3 0:3 1094466:5 0:239 107401:1 0:47 1936081:5 0:274 107401:2 1336804:7 49546:2 52959:7 1336804:1 0:7
C,ENA_ABAV01038893_ABAV01038893.1,Bacteria (taxid 2),2380,0:353 9606:1 0:5 1300342:1 131567:12 1827305:5 0:31 224013:4 0:25 1300342:1 131567:6 1827305:5 0:25 224013:5 0:89 9606:1 0:5 2:3 0:134 224013:1 0:5 9606:1 0:117 755272:5 0:50 84531:5 2072414:4 36809:1 131567:2 0:5 9606:2 0:1437
C,ENA_ABAV01038958_ABAV01038958.1,Burkholderia sp. PAMC 26561 (taxid 1795043),1503,0:181 1795043:22 0:1155 1250153:5 0:47 49546:5 0:5 216432:5 0:44
C,ENA_ABAV01038960_ABAV01038960.1,Calothrix (taxid 1186),1503,0:617 2:5 0:1 1186:3 2:3 0:5 1094466:2 2:5 0:828
C,ENA_ABAV01038961_ABAV01038961.1,Flavobacterium columnare (taxid 996),1514,0:1244 996:10 0:184 A:34 0:8
C,ENA_ABAV01039118_ABAV01039118.1,Bacillus cereus m1293 (taxid 526973),1833,0:100 9606:4 131567:5 526973:5 0:130 131567:53 0:7 131567:5 0:1490
C,ENA_ABAV01039136_ABAV01039136.1,Polaribacter sp. ALD11 (taxid 2058137),1552,0:296 49546:5 0:43 1803846:5 2058137:3 0:3 2058137:4 0:77 1355330:2 0:1 47678:1 0:5 49546:5 0:66 1798225:1 0:68 1803846:5 0:18 52959:7 0:28 1622118:1 0:23 584609:1 0:60 313598:1 0:23 107401:5 0:761
C,ENA_ABAV01039137_ABAV01039137.1,Polaribacter sp. MED152 (taxid 313598),1486,0:386 49546:1 996801:1 754397:5 0:395 1790137:5 0:437 313598:6 0:216
C,ENA_ABAV01039138_ABAV01039138.1,Maribacter sp. MAR_2009_60 (taxid 1250153),923,0:97 252356:5 0:10 1094466:5 0:70 669041:5 0:265 1250153:2 0:430
C,ENA_ABAV01039228_ABAV01039228.1,Flavobacterium commune (taxid 1306519),1083,0:60 A:34 0:3 96345:1 0:4 1306519:1 0:5 237:5 1306519:5 0:7 38293:5 1790137:5 0:1 49546:8 1312072:1 0:904
C,ENA_ABAV01039229_ABAV01039229.1,Flavobacterium commune (taxid 1306519),983,0:184 1306519:3 0:175 98794:1 0:586
C,ENA_ABAV01039230_ABAV01039230.1,cellular organisms (taxid 131567),823,0:227 996801:2 0:319 9606:2 0:239
C,ENA_ABAV01039443_ABAV01039443.1,Lacinutrix sp. 5H-3-7-4 (taxid 983544),1090,0:22 754423:5 0:25 983544:6 49546:9 0:37 983544:4 0:12 2069432:4 0:29 49546:3 313598:4 49546:15 2:2 0:113 49546:5 1249933:6 0:1 1249933:9 0:9 49546:9 1017:1 986:3 104267:5 49546:19 376686:2 754417:10 286104:2 754417:12 0:12 886377:2 0:3 1936081:8 0:61 983544:1 0:23 592029:2 0:7 592029:1 754397:3 0:36 52959:3 0:62 754423:3 0:9 49546:9 0:1 49546:8 0:34 1803846:5 2058134:2 0:71 291183:1 0:1 1836467:5 976:8 1836467:12 616991:5 1336804:5 0:45 669041:2 0:9 49546:2 0:42 1453352:5 411154:2 0:20 200644:1 0:86 986:2 0:8 2183896:3 0:8 2183896:2 0:13 983544:16 0:4
C,ENA_ABAV01039444_ABAV01039444.1,Flavobacteriaceae (taxid 49546),1019,0:73 1336795:2 0:248 983544:3 0:365 107401:3 0:291
C,ENA_ABAV01039445_ABAV01039445.1,Polaribacter reichenbachii (taxid 996801),958,0:33 996801:5 0:12 1850252:3 0:6 1850252:1 52959:7 754397:1 0:5 52959:4 0:30 49546:1 0:289 49546:7 1774273:2 49546:5 584609:2 0:481 655815:2 0:28
C,ENA_ABAV01039446_ABAV01039446.1,Polaribacter sp. SA4-10 (taxid 754397),1361,0:95 996801:2 0:9 49546:5 0:759 926562:4 0:7 926562:3 754397:13 0:131 107401:1 0:158 1836467:5 0:1 1936081:9 0:7 754409:7 0:111
C,ENA_ABAV01039671_ABAV01039671.1,Paeniclostridium sordellii (taxid 1505),806,0:380 9606:2 1505:5 9606:1 0:384
C,ENA_ABAV01039703_ABAV01039703.1,Bacteria (taxid 2),6273,0:746 82985:5 0:2770 556325:1 0:65 1166950:1 0:47 157782:1 0:6 1682:5 0:12 157782:1 0:5 2:1 266265:5 2:6 0:2562
C,ENA_ABAV01039755_ABAV01039755.1,Bacillus cereus (taxid 1396),2396,0:24 A:34 0:282 2086577:2 0:1574 1396:5 0:441
C,ENA_ABAV01039775_ABAV01039775.1,Lentibacillus amyloliquefaciens (taxid 1472767),7742,0:3438 1472767:2 0:1406 9606:1 0:2861
C,ENA_ABAV01039831_ABAV01039831.1,Xanthomonas axonopodis pv. citrumelo F1 (taxid 981368),1318,0:589 131567:1 0:5 131567:1 0:5 131567:1 0:5 131567:1 0:37 981368:1 131567:16 0:622
C,ENA_ABAV01039972_ABAV01039972.1,cellular organisms (taxid 131567),1378,0:618 1744:5 0:405 9606:5 0:311
C,ENA_ABAV01039987_ABAV01039987.1,Campylobacter cuniculorum DSM 23162 = LMG 24588 (taxid 1121267),4887,0:3279 1121267:5 0:544 9606:1 0:1024
C,ENA_ABAV01039991_ABAV01039991.1,Parageobacillus genomosp. 1 (taxid 1295642),1168,0:179 1295642:5 0:210 9606:1 0:739
C,ENA_ABAV01040117_ABAV01040117.1,Bacillus cereus m1293 (taxid 526973),1725,0:2 1239:1 0:170 9606:1 0:28 131567:3 526973:5 131567:15 526973:23 131567:1 526973:7 1396:1 1:13 1396:18 1239:2 1396:7 131567:4 1239:13 1:9 131567:54 526973:11 0:22 9606:17 0:4 9606:7 0:1253
C,ENA_ABAV01040126_ABAV01040126.1,cellular organisms (taxid 131567),794,131567:36 0:724
C,ENA_ABAV01040261_ABAV01040261.1,root (taxid 1),4797,0:480 9606:5 0:173 1084719:5 0:4100
C,ENA_ABAV01040281_ABAV01040281.1,Streptomyces davaonensis JCM 4913 (taxid 1214101),5074,0:2064 1214101:2 0:1087 9606:1 0:1886
C,ENA_ABAV01040406_ABAV01040406.1,Clostridium botulinum (taxid 1491),909,0:790 1491:21 131567:2 9606:8 0:36 1491:1 0:6 131567:6 0:5
C,ENA_ABAV01040565_ABAV01040565.1,Capnocytophaga cynodegmi (taxid 28189),5800,0:2850 9606:1 0:884 A:34 0:716 28189:3 0:1278
C,ENA_ABAV01040589_ABAV01040589.1,Bacillus cereus m1550 (taxid 526969),1007,0:824 131567:1 0:29 131567:1 0:10 131567:49 526969:5 0:54
C,ENA_ABAV01040597_ABAV01040597.1,Nostocaceae (taxid 1162),3635,0:1363 1162:5 0:2103 9606:1 0:129
C,ENA_ABAV01040621_ABAV01040621.1,Clostridium botulinum (taxid 1491),1426,0:99 131567:77 9606:9 0:92 2:2 131567:5 1239:2 2:5 131567:49 1491:14 0:56 2:1 0:149 9606:4 0:62 131567:6 0:6 1491:1 0:36 9606:8 131567:2 1491:21 0:577 A:34 0:75
C,ENA_ABAV01040622_ABAV01040622.1,Bacillus cereus m1293 (taxid 526973),861,131567:5 0:8 1491:5 0:32 A:34 0:11 526973:39 1239:9 0:168 526973:5 0:2 9606:10 0:465 2057025:1 0:1 1:7 2:1 1:5 0:19
C,ENA_ABAV01040637_ABAV01040637.1,Xylanimonas cellulosilytica DSM 15894 (taxid 446471),989,0:601 446471:4 131567:39 0:249 A:34 0:28
C,ENA_ABAV01040652_ABAV01040652.1,Tatumella ptyseos (taxid 82987),2298,0:595 82987:4 0:1562 9606:2 0:101
C,ENA_ABAV01040716_ABAV01040716.1,Erwinia amylovora (taxid 552),2168,0:342 9606:2 0:33 552:4 0:1753
C,ENA_ABAV01040754_ABAV01040754.1,Riemerella anatipestifer (taxid 34085),8903,0:214 34085:4 0:4362 9606:1 0:3798 9606:1 0:489
C,ENA_ABAV01040757_ABAV01040757.1,Terrabacteria group (taxid 1783272),5596,0:418 240292:5 0:4870 182710:5 0:264
C,ENA_ABAV01040892_ABAV01040892.1,Clostridium botulinum (taxid 1491),1330,0:829 1491:21 131567:2 9606:5 0:39 1491:1 0:6 131567:6 0:62 9606:4 0:149 2:1 0:56 1491:14 131567:34 0:67
C,ENA_ABAV01040985_ABAV01040985.1,Algibacter alginicilyticus (taxid 1736674),1114,0:63 1736674:2 0:8 1736674:5 0:1002
C,ENA_ABAV01040986_ABAV01040986.1,Tenacibaculum dicentrarchi (taxid 669041),1462,0:963 1855336:5 0:116 49546:5 0:6 669041:7 0:8 669041:4 0:6 1774273:1 0:93 754417:6 0:46 52959:4 0:158
C,ENA_ABAV01040987_ABAV01040987.1,Polaribacter reichenbachii (taxid 996801),1314,0:154 1774273:1 0:296 754397:3 52959:3 49546:5 52959:7 49546:5 0:396 52959:5 0:103 996801:5 0:261 49546:3 0:7 2058137:3 979:2 0:21
C,ENA_ABAV01040988_ABAV01040988.1,Geminocystis sp. NIES-3709 (taxid 1617448),1698,0:316 1855336:1 0:186 1617448:5 0:976 1312072:2 0:176 1312072:2
C,ENA_ABAV01040989_ABAV01040989.1,Tenacibaculum sp. SZ-18 (taxid 754423),1267,0:620 1798225:6 0:57 754423:5 0:3 754423:4 49546:1 754423:12 104267:8 49546:1 104267:9 0:153 1312072:5 52959:9 0:26 363408:2 0:5 754417:2 1306519:3 976:5 49546:1 996:2 0:294
C,ENA_ABAV01041018_ABAV01041018.1,Polaribacter sp. ALD11 (taxid 2058137),895,0:83 2058137:9 0:65 52959:4 0:46 1486034:3 0:20 592029:7 0:363 1137095:2 0:259
C,ENA_ABAV01041019_ABAV01041019.1,Bacteria (taxid 2),1165,0:179 52959:3 0:7 52959:1 0:759 754397:1 0:138 515622:5 0:38
C,ENA_ABAV01041020_ABAV01041020.1,Nonlabens spongiae (taxid 331648),1567,0:120 331648:5 0:7 331648:21 0:29 331648:5 0:321 331648:1 0:577 584609:3 0:24 1774273:5 0:241 1803846:3 0:106 1850252:1 0:8 114615:1 0:55
C,ENA_ABAV01041021_ABAV01041021.1,Polaribacter sp. SA4-12 (taxid 1312072),818,0:135 1336804:4 0:149 754423:5 0:431 1312072:9 0:4 1312072:3 0:44
C,ENA_ABAV01041142_ABAV01041142.1,Bacteria (taxid 2),5179,0:821 9606:2 0:56 2:5 0:449 9606:2 0:56 2:5 0:2131 9606:2 0:56 2:5 0:245 2:5 0:244 9606:2 0:628 9606:2 0:56 2:5 0:368
C,ENA_ABAV01041325_ABAV01041325.1,Bacteria (taxid 2),1213,0:50 143223:1 0:152 1756150:5 0:132 209:3 0:26 1176587:5 0:201 1311:5 0:599
C,ENA_ABAV01041326_ABAV01041326.1,Maribacter sp. T28 (taxid 1836467),1177,0:117 643867:1 0:5 2201181:4 643867:1 313603:3 0:86 49546:5 0:18 1986952:5 0:69 512763:5 0:39 1836467:8 49546:4 1855336:4 0:5 49546:1 0:44 49546:4 0:121 320787:7 0:40 1250295:1 1492737:5 0:539 A:2 
C,ENA_ABAV01041328_ABAV01041328.1,Tamlana sp. UJ94 (taxid 2069432),928,0:345 1454201:2 0:2 49546:4 2069432:5 0:93 1186051:5 0:5 49546:10 0:11 996801:3 1034807:1 0:62 49546:17 0:109 1250205:3 0:64 754409:1 0:152
C,ENA_ABAV01041338_ABAV01041338.1,Bacillus cereus m1293 (taxid 526973),1225,0:39 9606:1 0:52 9606:1 0:38 131567:15 0:8 1491:5 0:77 526973:39 1239:9 0:120 A:34 0:15 526973:5 0:2 9606:10 0:465 2057025:1 0:1 1:7 2:1 1:5 0:241
C,ENA_ABAV01041395_ABAV01041395.1,Ectothiorhodospira sp. BSL-9 (taxid 1442136),3829,0:1829 1442136:5 0:39 1654:2 0:1920
C,ENA_ABAV01041447_ABAV01041447.1,other sequences (taxid 28384),1186,0:851 1:29 28384:35 1:162 28384:15 1:60
