index,identifiers,gc,length,acti_mapped.sorted_cov,bestsumorder_phylum
2462,ENA_WAHB01002463_WAHB01002463.1,0.3787,6802,203.4928,no-hit
2463,ENA_WAHB01002464_WAHB01002464.1,0.3418,6837,838.7897,no-hit
2464,ENA_WAHB01002465_WAHB01002465.1,0.3357,6848,744.1287,no-hit
2465,ENA_WAHB01002466_WAHB01002466.1,0.3907,5536,254.2823,no-hit
2466,ENA_WAHB01002467_WAHB01002467.1,0.3694,6793,469.0038,no-hit
2467,ENA_WAHB01002468_WAHB01002468.1,0.3837,6649,1002.6694,no-hit
2468,ENA_WAHB01002469_WAHB01002469.1,0.4822,7177,13915.7238,no-hit
2469,ENA_WAHB01002470_WAHB01002470.1,0.3837,6690,2781.0691,no-hit
2470,ENA_WAHB01002471_WAHB01002471.1,0.3635,6772,198.9832,no-hit
2471,ENA_WAHB01002472_WAHB01002472.1,0.3891,6713,495.1418,no-hit
2472,ENA_WAHB01002473_WAHB01002473.1,0.373,5139,171.2093,Cnidaria
2473,ENA_WAHB01002474_WAHB01002474.1,0.3786,6840,1062.5543,no-hit
2474,ENA_WAHB01002475_WAHB01002475.1,0.3628,7484,276.46,no-hit
2475,ENA_WAHB01002476_WAHB01002476.1,0.3786,6750,316.7406,no-hit
2476,ENA_WAHB01002477_WAHB01002477.1,0.3737,6786,265.202,no-hit
2477,ENA_WAHB01002478_WAHB01002478.1,0.3671,8293,156.4398,no-hit
2478,ENA_WAHB01002479_WAHB01002479.1,0.3458,5046,275.1085,no-hit
2479,ENA_WAHB01002480_WAHB01002480.1,0.3593,6643,691.852,no-hit
2480,ENA_WAHB01002481_WAHB01002481.1,0.3668,6686,278.7501,Cnidaria
2481,ENA_WAHB01002482_WAHB01002482.1,0.3612,7429,223.5543,no-hit
2482,ENA_WAHB01002483_WAHB01002483.1,0.4009,6726,407.4265,no-hit
2483,ENA_WAHB01002484_WAHB01002484.1,0.3916,6688,290.9553,no-hit
2484,ENA_WAHB01002485_WAHB01002485.1,0.4378,6829,705.983,no-hit
2485,ENA_WAHB01002486_WAHB01002486.1,0.4576,6735,9921.7547,no-hit
2486,ENA_WAHB01002487_WAHB01002487.1,0.4485,6512,5108.3659,no-hit
2487,ENA_WAHB01002488_WAHB01002488.1,0.3961,6868,250.1095,no-hit
2488,ENA_WAHB01002489_WAHB01002489.1,0.3425,3506,793.7956,no-hit
2489,ENA_WAHB01002490_WAHB01002490.1,0.3581,6046,312.8218,Cnidaria
2490,ENA_WAHB01002491_WAHB01002491.1,0.3632,10887,134.1858,no-hit
2491,ENA_WAHB01002492_WAHB01002492.1,0.3616,6688,129.8526,no-hit
2492,ENA_WAHB01002493_WAHB01002493.1,0.46,6575,400.6211,no-hit
2493,ENA_WAHB01002494_WAHB01002494.1,0.3873,6652,333.1351,no-hit
2494,ENA_WAHB01002495_WAHB01002495.1,0.3735,6493,457.9162,no-hit
2495,ENA_WAHB01002496_WAHB01002496.1,0.344,6573,148.0894,no-hit
2496,ENA_WAHB01002497_WAHB01002497.1,0.3692,6448,279.2957,no-hit
2497,ENA_WAHB01002498_WAHB01002498.1,0.4369,6387,1508.6332,no-hit
2498,ENA_WAHB01002499_WAHB01002499.1,0.3453,6546,303.358,no-hit
2499,ENA_WAHB01002500_WAHB01002500.1,0.3674,6505,3759.8616,no-hit
2500,ENA_WAHB01002501_WAHB01002501.1,0.3454,6523,174.1648,no-hit
2501,ENA_WAHB01002502_WAHB01002502.1,0.3735,6513,489.4941,no-hit
2502,ENA_WAHB01002503_WAHB01002503.1,0.3803,6428,741.873,no-hit
2503,ENA_WAHB01002504_WAHB01002504.1,0.3912,6465,292.1014,no-hit
2504,ENA_WAHB01002505_WAHB01002505.1,0.3941,6475,489.1238,Cnidaria
2505,ENA_WAHB01002506_WAHB01002506.1,0.4303,6479,6245.2724,no-hit
2506,ENA_WAHB01002507_WAHB01002507.1,0.4214,6443,287.5595,no-hit
2507,ENA_WAHB01002508_WAHB01002508.1,0.3987,6538,975.0173,no-hit
2508,ENA_WAHB01002509_WAHB01002509.1,0.3778,3666,231.5027,Cnidaria
2509,ENA_WAHB01002510_WAHB01002510.1,0.3616,6422,209.1181,no-hit
2510,ENA_WAHB01002511_WAHB01002511.1,0.3448,6365,261.448,no-hit
2511,ENA_WAHB01002512_WAHB01002512.1,0.3571,6420,219.1339,no-hit
2512,ENA_WAHB01002513_WAHB01002513.1,0.386,6024,202.0218,Cnidaria
2513,ENA_WAHB01002514_WAHB01002514.1,0.4355,6513,925.8384,no-hit
2514,ENA_WAHB01002515_WAHB01002515.1,0.3041,6307,376.2389,no-hit
2515,ENA_WAHB01002516_WAHB01002516.1,0.3544,6376,191.7743,no-hit
2516,ENA_WAHB01002517_WAHB01002517.1,0.3961,6305,326.9181,no-hit
2517,ENA_WAHB01002518_WAHB01002518.1,0.3598,6306,191.8451,no-hit
2518,ENA_WAHB01002519_WAHB01002519.1,0.3715,6323,370.3923,no-hit
2519,ENA_WAHB01002520_WAHB01002520.1,0.3763,6479,230.9582,no-hit
2520,ENA_WAHB01002521_WAHB01002521.1,0.3811,6349,1413.5453,no-hit
2521,ENA_WAHB01002522_WAHB01002522.1,0.3943,6299,657.9204,no-hit
2522,ENA_WAHB01002523_WAHB01002523.1,0.4264,6355,3947.5702,no-hit
2523,ENA_WAHB01002524_WAHB01002524.1,0.3834,6454,170.163,no-hit
2524,ENA_WAHB01002525_WAHB01002525.1,0.3611,6117,425.7193,no-hit
2525,ENA_WAHB01002526_WAHB01002526.1,0.3752,6373,396.7825,no-hit
2526,ENA_WAHB01002527_WAHB01002527.1,0.361,6169,669.6148,no-hit
2527,ENA_WAHB01002528_WAHB01002528.1,0.348,6340,92.6824,no-hit
2528,ENA_WAHB01002529_WAHB01002529.1,0.3911,6316,914.9788,Cnidaria
2529,ENA_WAHB01002530_WAHB01002530.1,0.3893,6434,409.8304,no-hit
2530,ENA_WAHB01002531_WAHB01002531.1,0.4289,6197,913.0843,no-hit
2531,ENA_WAHB01002532_WAHB01002532.1,0.3753,6355,3532.0737,no-hit
2532,ENA_WAHB01002533_WAHB01002533.1,0.3858,6352,393.5674,no-hit
2533,ENA_WAHB01002534_WAHB01002534.1,0.3511,6332,319.635,no-hit
2534,ENA_WAHB01002535_WAHB01002535.1,0.4287,6461,78.8847,Cnidaria
2535,ENA_WAHB01002536_WAHB01002536.1,0.3769,6166,108.5466,no-hit
2536,ENA_WAHB01002537_WAHB01002537.1,0.4167,6308,4806.5537,no-hit
2537,ENA_WAHB01002538_WAHB01002538.1,0.3677,6242,226.2212,no-hit
2538,ENA_WAHB01002539_WAHB01002539.1,0.4052,4336,161.1168,no-hit
2539,ENA_WAHB01002540_WAHB01002540.1,0.3493,6323,191.386,no-hit
2540,ENA_WAHB01002541_WAHB01002541.1,0.4526,6236,3336.0676,no-hit
2541,ENA_WAHB01002542_WAHB01002542.1,0.3895,6177,241.8419,no-hit
2542,ENA_WAHB01002543_WAHB01002543.1,0.4206,6301,1419.4372,no-hit
2543,ENA_WAHB01002544_WAHB01002544.1,0.3695,6322,181.609,no-hit
2544,ENA_WAHB01002545_WAHB01002545.1,0.3486,2894,128.6866,no-hit
2545,ENA_WAHB01002546_WAHB01002546.1,0.3728,3172,135.0812,no-hit
2546,ENA_WAHB01002547_WAHB01002547.1,0.484,5957,2972.6569,no-hit
2547,ENA_WAHB01002548_WAHB01002548.1,0.3514,6116,211.1043,no-hit
2548,ENA_WAHB01002549_WAHB01002549.1,0.391,6108,590.345,no-hit
2549,ENA_WAHB01002550_WAHB01002550.1,0.3263,6267,81.2102,no-hit
2550,ENA_WAHB01002551_WAHB01002551.1,0.4699,6245,5638.389,no-hit
2551,ENA_WAHB01002552_WAHB01002552.1,0.3598,6284,152.8988,no-hit
2552,ENA_WAHB01002553_WAHB01002553.1,0.4582,5951,7019.4695,no-hit
2553,ENA_WAHB01002554_WAHB01002554.1,0.3897,6208,331.6052,no-hit
2554,ENA_WAHB01002555_WAHB01002555.1,0.3489,6110,251.5835,no-hit
2555,ENA_WAHB01002556_WAHB01002556.1,0.2995,5981,300.4967,no-hit
2556,ENA_WAHB01002557_WAHB01002557.1,0.4276,6481,269.503,no-hit
2557,ENA_WAHB01002558_WAHB01002558.1,0.4111,6075,609.998,no-hit
2558,ENA_WAHB01002559_WAHB01002559.1,0.3909,5971,296.0657,no-hit
2559,ENA_WAHB01002560_WAHB01002560.1,0.4127,6945,15927.3517,no-hit
2560,ENA_WAHB01002561_WAHB01002561.1,0.4768,6087,16415.7624,no-hit
2561,ENA_WAHB01002562_WAHB01002562.1,0.3597,6074,179.5469,no-hit
2562,ENA_WAHB01002563_WAHB01002563.1,0.3597,6074,183.4207,no-hit
2563,ENA_WAHB01002564_WAHB01002564.1,0.3855,5924,383.9905,no-hit
2564,ENA_WAHB01002565_WAHB01002565.1,0.3843,5992,207.7675,no-hit
2565,ENA_WAHB01002566_WAHB01002566.1,0.4647,6047,846.6661,no-hit
2566,ENA_WAHB01002567_WAHB01002567.1,0.3958,4259,521.1743,no-hit
2567,ENA_WAHB01002568_WAHB01002568.1,0.364,5911,117.1155,no-hit
2568,ENA_WAHB01002569_WAHB01002569.1,0.357,6219,335.8633,no-hit
2569,ENA_WAHB01002570_WAHB01002570.1,0.3686,5905,310.9393,no-hit
2570,ENA_WAHB01002571_WAHB01002571.1,0.382,6061,175.4124,no-hit
2571,ENA_WAHB01002572_WAHB01002572.1,0.3778,6011,253.8222,no-hit
2572,ENA_WAHB01002573_WAHB01002573.1,0.36,6018,148.4176,no-hit
2573,ENA_WAHB01002574_WAHB01002574.1,0.3449,5929,811.0915,no-hit
2574,ENA_WAHB01002575_WAHB01002575.1,0.3681,6186,450.7902,no-hit
2575,ENA_WAHB01002576_WAHB01002576.1,0.3158,5988,205.1951,no-hit
2576,ENA_WAHB01002577_WAHB01002577.1,0.3901,6155,448.6456,no-hit
2577,ENA_WAHB01002578_WAHB01002578.1,0.4059,5816,283.9011,no-hit
2578,ENA_WAHB01002579_WAHB01002579.1,0.3582,5891,153.6626,no-hit
2579,ENA_WAHB01002580_WAHB01002580.1,0.4042,5885,439.6661,no-hit
2580,ENA_WAHB01002581_WAHB01002581.1,0.4183,5538,3897.5279,no-hit
2581,ENA_WAHB01002582_WAHB01002582.1,0.3831,5745,279.9604,no-hit
2582,ENA_WAHB01002583_WAHB01002583.1,0.3992,2697,353.6607,no-hit
2583,ENA_WAHB01002584_WAHB01002584.1,0.4672,5878,2734.2,no-hit
2584,ENA_WAHB01002585_WAHB01002585.1,0.4625,5870,16368.6756,no-hit
2585,ENA_WAHB01002586_WAHB01002586.1,0.3899,5780,299.1317,no-hit
2586,ENA_WAHB01002587_WAHB01002587.1,0.3962,6964,152.5422,no-hit
2587,ENA_WAHB01002588_WAHB01002588.1,0.3635,5850,210.7417,no-hit
2588,ENA_WAHB01002589_WAHB01002589.1,0.4253,5792,1101.2782,no-hit
2589,ENA_WAHB01002590_WAHB01002590.1,0.3902,5809,375.8991,no-hit
2590,ENA_WAHB01002591_WAHB01002591.1,0.3488,5848,110.5087,no-hit
2591,ENA_WAHB01002592_WAHB01002592.1,0.3732,5830,352.214,no-hit
2592,ENA_WAHB01002593_WAHB01002593.1,0.3548,5600,509.6267,no-hit
2593,ENA_WAHB01002594_WAHB01002594.1,0.3645,5287,516.6398,Arthropoda
2594,ENA_WAHB01002595_WAHB01002595.1,0.3846,4261,1145.4154,no-hit
2595,ENA_WAHB01002596_WAHB01002596.1,0.3887,5703,254.8844,no-hit
2596,ENA_WAHB01002597_WAHB01002597.1,0.3916,6125,301.2085,no-hit
2597,ENA_WAHB01002598_WAHB01002598.1,0.387,5773,297.9078,no-hit
2598,ENA_WAHB01002599_WAHB01002599.1,0.4223,5780,380.8772,no-hit
2599,ENA_WAHB01002600_WAHB01002600.1,0.3611,5719,122.3282,Cnidaria
2600,ENA_WAHB01002601_WAHB01002601.1,0.3849,5654,618.6031,no-hit
2601,ENA_WAHB01002602_WAHB01002602.1,0.3919,3463,245.8875,no-hit
2602,ENA_WAHB01002603_WAHB01002603.1,0.3804,5439,356.4938,no-hit
2603,ENA_WAHB01002604_WAHB01002604.1,0.3939,5979,299.2018,no-hit
2604,ENA_WAHB01002605_WAHB01002605.1,0.3998,5665,1649.5866,no-hit
2605,ENA_WAHB01002606_WAHB01002606.1,0.352,5729,247.3614,no-hit
2606,ENA_WAHB01002607_WAHB01002607.1,0.3754,3681,428.2919,no-hit
2607,ENA_WAHB01002608_WAHB01002608.1,0.4626,5683,1505.7447,no-hit
2608,ENA_WAHB01002609_WAHB01002609.1,0.3451,5749,282.4655,no-hit
2609,ENA_WAHB01002610_WAHB01002610.1,0.3376,5685,236.9376,no-hit
2610,ENA_WAHB01002611_WAHB01002611.1,0.3667,5603,269.6519,no-hit
2611,ENA_WAHB01002612_WAHB01002612.1,0.3611,5669,281.9712,no-hit
2612,ENA_WAHB01002613_WAHB01002613.1,0.3534,3272,214.4116,no-hit
2613,ENA_WAHB01002614_WAHB01002614.1,0.4158,5609,574.6464,no-hit
2614,ENA_WAHB01002615_WAHB01002615.1,0.3834,5144,309.9923,Cnidaria
2615,ENA_WAHB01002616_WAHB01002616.1,0.3354,5664,130.562,no-hit
2616,ENA_WAHB01002617_WAHB01002617.1,0.3897,3664,118.783,no-hit
2617,ENA_WAHB01002618_WAHB01002618.1,0.3895,3903,339.3791,no-hit
2618,ENA_WAHB01002619_WAHB01002619.1,0.3799,5584,236.8954,Cnidaria
2619,ENA_WAHB01002620_WAHB01002620.1,0.433,5440,240.8003,no-hit
2620,ENA_WAHB01002621_WAHB01002621.1,0.4274,5494,304.0189,no-hit
2621,ENA_WAHB01002622_WAHB01002622.1,0.4026,5552,396.6372,no-hit
2622,ENA_WAHB01002623_WAHB01002623.1,0.3546,5144,102.3784,no-hit
2623,ENA_WAHB01002624_WAHB01002624.1,0.3924,5469,262.0351,no-hit
2624,ENA_WAHB01002625_WAHB01002625.1,0.367,5452,536.4309,Cnidaria
2625,ENA_WAHB01002626_WAHB01002626.1,0.3618,3948,216.2142,no-hit
2626,ENA_WAHB01002627_WAHB01002627.1,0.3473,2088,1145.8628,no-hit
2627,ENA_WAHB01002628_WAHB01002628.1,0.442,5178,890.3922,no-hit
2628,ENA_WAHB01002629_WAHB01002629.1,0.3508,5442,196.6573,no-hit
2629,ENA_WAHB01002630_WAHB01002630.1,0.3708,5532,167.2946,no-hit
2630,ENA_WAHB01002631_WAHB01002631.1,0.3781,5417,230.5934,no-hit
2631,ENA_WAHB01002632_WAHB01002632.1,0.4352,5515,1151.3203,no-hit
2632,ENA_WAHB01002633_WAHB01002633.1,0.3621,5405,326.3101,no-hit
2633,ENA_WAHB01002634_WAHB01002634.1,0.3466,5203,314.6422,no-hit
2634,ENA_WAHB01002635_WAHB01002635.1,0.3828,5404,352.6376,no-hit
2635,ENA_WAHB01002636_WAHB01002636.1,0.3705,5160,335.9993,no-hit
2636,ENA_WAHB01002637_WAHB01002637.1,0.3861,4770,309.3991,no-hit
2637,ENA_WAHB01002638_WAHB01002638.1,0.3663,5289,205.8665,Cnidaria
2638,ENA_WAHB01002639_WAHB01002639.1,0.4772,5306,3520.6964,no-hit
2639,ENA_WAHB01002640_WAHB01002640.1,0.3382,5327,190.2873,no-hit
2640,ENA_WAHB01002641_WAHB01002641.1,0.3805,5339,139.7298,no-hit
2641,ENA_WAHB01002642_WAHB01002642.1,0.4001,5210,1444.2259,no-hit
2642,ENA_WAHB01002643_WAHB01002643.1,0.3617,5295,651.8498,no-hit
2643,ENA_WAHB01002644_WAHB01002644.1,0.4215,5236,1865.2738,no-hit
2644,ENA_WAHB01002645_WAHB01002645.1,0.4804,4964,4442.7038,no-hit
2645,ENA_WAHB01002646_WAHB01002646.1,0.4051,5049,180.8758,Cnidaria
2646,ENA_WAHB01002647_WAHB01002647.1,0.3785,5167,222.7063,no-hit
2647,ENA_WAHB01002648_WAHB01002648.1,0.4043,5080,163.9528,Cnidaria
2648,ENA_WAHB01002649_WAHB01002649.1,0.351,5093,249.4024,Cnidaria
2649,ENA_WAHB01002650_WAHB01002650.1,0.3804,5066,127.5591,no-hit
2650,ENA_WAHB01002651_WAHB01002651.1,0.4643,4984,9913.2378,no-hit
2651,ENA_WAHB01002652_WAHB01002652.1,0.4659,5255,851.7147,no-hit
2652,ENA_WAHB01002653_WAHB01002653.1,0.3969,5002,368.3135,no-hit
2653,ENA_WAHB01002654_WAHB01002654.1,0.3782,4955,617.5071,no-hit
2654,ENA_WAHB01002655_WAHB01002655.1,0.3707,5010,260.6143,no-hit
2655,ENA_WAHB01002656_WAHB01002656.1,0.3586,5759,225.317,no-hit
2656,ENA_WAHB01002657_WAHB01002657.1,0.343,4906,187.636,no-hit
2657,ENA_WAHB01002658_WAHB01002658.1,0.3501,5198,498.119,no-hit
2658,ENA_WAHB01002659_WAHB01002659.1,0.374,4914,178.1709,no-hit
2659,ENA_WAHB01002660_WAHB01002660.1,0.3694,4805,306.2798,no-hit
2660,ENA_WAHB01002661_WAHB01002661.1,0.3595,4796,144.7498,no-hit
2661,ENA_WAHB01002662_WAHB01002662.1,0.4064,4839,362.9279,no-hit
2662,ENA_WAHB01002663_WAHB01002663.1,0.3768,4775,151.2951,no-hit
2663,ENA_WAHB01002664_WAHB01002664.1,0.3857,4941,460.5187,no-hit
2664,ENA_WAHB01002665_WAHB01002665.1,0.3416,4748,506.654,no-hit
2665,ENA_WAHB01002666_WAHB01002666.1,0.3888,4851,404.6325,no-hit
2666,ENA_WAHB01002667_WAHB01002667.1,0.361,4942,324.7001,no-hit
2667,ENA_WAHB01002668_WAHB01002668.1,0.4496,4595,354.3488,no-hit
2668,ENA_WAHB01002669_WAHB01002669.1,0.3663,4760,259.0956,no-hit
2669,ENA_WAHB01002670_WAHB01002670.1,0.3615,4664,275.1802,no-hit
2670,ENA_WAHB01002671_WAHB01002671.1,0.3758,4757,204.617,no-hit
2671,ENA_WAHB01002672_WAHB01002672.1,0.4694,4775,2658.1483,no-hit
2672,ENA_WAHB01002673_WAHB01002673.1,0.3928,4732,16196.8784,no-hit
2673,ENA_WAHB01002674_WAHB01002674.1,0.3801,4760,140.4697,no-hit
2674,ENA_WAHB01002675_WAHB01002675.1,0.3738,4776,347.4764,no-hit
2675,ENA_WAHB01002676_WAHB01002676.1,0.3763,4652,242.0977,no-hit
2676,ENA_WAHB01002677_WAHB01002677.1,0.4691,4580,9037.7013,no-hit
2677,ENA_WAHB01002678_WAHB01002678.1,0.349,4706,138.8419,no-hit
2678,ENA_WAHB01002679_WAHB01002679.1,0.429,4624,612.2613,no-hit
2679,ENA_WAHB01002680_WAHB01002680.1,0.3547,4559,256.1927,no-hit
2680,ENA_WAHB01002681_WAHB01002681.1,0.3646,4662,201.8049,no-hit
2681,ENA_WAHB01002682_WAHB01002682.1,0.3475,4673,237.2261,no-hit
2682,ENA_WAHB01002683_WAHB01002683.1,0.3862,4594,433.24,Cnidaria
2683,ENA_WAHB01002684_WAHB01002684.1,0.3603,5788,322.6729,no-hit
2684,ENA_WAHB01002685_WAHB01002685.1,0.3841,4634,265.3136,no-hit
2685,ENA_WAHB01002686_WAHB01002686.1,0.3684,4581,561.8816,no-hit
2686,ENA_WAHB01002687_WAHB01002687.1,0.3481,4553,283.0209,no-hit
2687,ENA_WAHB01002688_WAHB01002688.1,0.4784,4374,3886.1143,no-hit
2688,ENA_WAHB01002689_WAHB01002689.1,0.387,4559,233.0442,no-hit
2689,ENA_WAHB01002690_WAHB01002690.1,0.3762,4437,1134.1862,no-hit
2690,ENA_WAHB01002691_WAHB01002691.1,0.3583,4470,262.9042,no-hit
2691,ENA_WAHB01002692_WAHB01002692.1,0.4241,4403,595.124,no-hit
2692,ENA_WAHB01002693_WAHB01002693.1,0.3746,4368,658.7165,Cnidaria
2693,ENA_WAHB01002694_WAHB01002694.1,0.3782,4440,141.7565,no-hit
2694,ENA_WAHB01002695_WAHB01002695.1,0.3509,4415,440.6962,no-hit
2695,ENA_WAHB01002696_WAHB01002696.1,0.3752,4400,315.2945,no-hit
2696,ENA_WAHB01002697_WAHB01002697.1,0.3502,4310,1267.7273,no-hit
2697,ENA_WAHB01002698_WAHB01002698.1,0.3563,4395,593.4221,no-hit
2698,ENA_WAHB01002699_WAHB01002699.1,0.4254,4444,1099.1379,no-hit
2699,ENA_WAHB01002700_WAHB01002700.1,0.3353,4396,327.155,no-hit
2700,ENA_WAHB01002701_WAHB01002701.1,0.3749,4372,358.5145,Cnidaria
2701,ENA_WAHB01002702_WAHB01002702.1,0.3747,4394,694.587,no-hit
2702,ENA_WAHB01002703_WAHB01002703.1,0.3965,4392,248.7899,no-hit
2703,ENA_WAHB01002704_WAHB01002704.1,0.3612,4369,1025.9704,no-hit
2704,ENA_WAHB01002705_WAHB01002705.1,0.3905,4387,272.6296,no-hit
2705,ENA_WAHB01002706_WAHB01002706.1,0.3737,4380,259.2735,no-hit
2706,ENA_WAHB01002707_WAHB01002707.1,0.4743,4374,2283.3908,no-hit
2707,ENA_WAHB01002708_WAHB01002708.1,0.3909,4355,230.1478,no-hit
2708,ENA_WAHB01002709_WAHB01002709.1,0.3716,4425,488.9083,no-hit
2709,ENA_WAHB01002710_WAHB01002710.1,0.3645,4369,414.1901,Cnidaria
2710,ENA_WAHB01002711_WAHB01002711.1,0.3608,4357,99.9018,Cnidaria
2711,ENA_WAHB01002712_WAHB01002712.1,0.3743,4296,478.0713,Cnidaria
2712,ENA_WAHB01002713_WAHB01002713.1,0.3243,4349,77.4832,no-hit
2713,ENA_WAHB01002714_WAHB01002714.1,0.3243,4349,70.8346,no-hit
2714,ENA_WAHB01002715_WAHB01002715.1,0.3283,4220,121.3067,no-hit
2715,ENA_WAHB01002716_WAHB01002716.1,0.4737,4423,1354.8705,no-hit
2716,ENA_WAHB01002717_WAHB01002717.1,0.3634,4324,289.1646,no-hit
2717,ENA_WAHB01002718_WAHB01002718.1,0.341,4277,128.9453,no-hit
2718,ENA_WAHB01002719_WAHB01002719.1,0.3737,4011,207.6013,Cnidaria
2719,ENA_WAHB01002720_WAHB01002720.1,0.406,4226,331.4713,no-hit
2720,ENA_WAHB01002721_WAHB01002721.1,0.3088,4316,4036.1871,no-hit
2721,ENA_WAHB01002722_WAHB01002722.1,0.3564,4184,440.4738,no-hit
2722,ENA_WAHB01002723_WAHB01002723.1,0.4405,4426,912.6197,no-hit
2723,ENA_WAHB01002724_WAHB01002724.1,0.3605,4178,780.6707,no-hit
2724,ENA_WAHB01002725_WAHB01002725.1,0.3799,4254,274.6145,no-hit
2725,ENA_WAHB01002726_WAHB01002726.1,0.403,4209,327.2357,no-hit
2726,ENA_WAHB01002727_WAHB01002727.1,0.3696,4222,213.2021,no-hit
2727,ENA_WAHB01002728_WAHB01002728.1,0.3691,4148,286.331,no-hit
2728,ENA_WAHB01002729_WAHB01002729.1,0.3641,4264,182.6752,no-hit
2729,ENA_WAHB01002730_WAHB01002730.1,0.3756,2263,34567.8228,no-hit
2730,ENA_WAHB01002731_WAHB01002731.1,0.3608,4171,301.7734,no-hit
2731,ENA_WAHB01002732_WAHB01002732.1,0.3822,4210,319.7554,no-hit
2732,ENA_WAHB01002733_WAHB01002733.1,0.4125,4140,945.5204,no-hit
2733,ENA_WAHB01002734_WAHB01002734.1,0.4784,4201,5866.6171,no-hit
2734,ENA_WAHB01002735_WAHB01002735.1,0.3527,4153,203.9145,no-hit
2735,ENA_WAHB01002736_WAHB01002736.1,0.3435,4152,368.7991,no-hit
2736,ENA_WAHB01002737_WAHB01002737.1,0.4688,4140,16434.9961,no-hit
2737,ENA_WAHB01002738_WAHB01002738.1,0.3656,4094,184.8295,no-hit
2738,ENA_WAHB01002739_WAHB01002739.1,0.3549,4115,175.8818,no-hit
2739,ENA_WAHB01002740_WAHB01002740.1,0.3735,4186,288.5117,no-hit
2740,ENA_WAHB01002741_WAHB01002741.1,0.3461,4140,251.3297,no-hit
2741,ENA_WAHB01002742_WAHB01002742.1,0.3524,4137,99.495,no-hit
2742,ENA_WAHB01002743_WAHB01002743.1,0.3755,4133,424.8033,no-hit
2743,ENA_WAHB01002744_WAHB01002744.1,0.3661,4133,249.7837,no-hit
2744,ENA_WAHB01002745_WAHB01002745.1,0.3121,4067,153.4793,no-hit
2745,ENA_WAHB01002746_WAHB01002746.1,0.3607,4067,213.2089,no-hit
2746,ENA_WAHB01002747_WAHB01002747.1,0.4276,4117,438.5071,no-hit
2747,ENA_WAHB01002748_WAHB01002748.1,0.3405,4117,97.2437,no-hit
2748,ENA_WAHB01002749_WAHB01002749.1,0.3388,4114,233.6003,no-hit
2749,ENA_WAHB01002750_WAHB01002750.1,0.4058,5766,350.6623,no-hit
2750,ENA_WAHB01002751_WAHB01002751.1,0.5505,3968,1028.6458,no-hit
2751,ENA_WAHB01002752_WAHB01002752.1,0.4519,4074,452.7408,no-hit
2752,ENA_WAHB01002753_WAHB01002753.1,0.3661,4070,241.9061,no-hit
2753,ENA_WAHB01002754_WAHB01002754.1,0.3541,4069,293.1705,no-hit
2754,ENA_WAHB01002755_WAHB01002755.1,0.411,3903,4111.4698,no-hit
2755,ENA_WAHB01002756_WAHB01002756.1,0.4748,3903,6173.4554,no-hit
2756,ENA_WAHB01002757_WAHB01002757.1,0.5232,3983,307.7524,no-hit
2757,ENA_WAHB01002758_WAHB01002758.1,0.3678,4029,612.5918,no-hit
2758,ENA_WAHB01002759_WAHB01002759.1,0.4008,4036,525.3138,no-hit
2759,ENA_WAHB01002760_WAHB01002760.1,0.3886,3994,450.014,no-hit
2760,ENA_WAHB01002761_WAHB01002761.1,0.4638,4003,1215.788,no-hit
2761,ENA_WAHB01002762_WAHB01002762.1,0.3444,4018,798.0565,no-hit
2762,ENA_WAHB01002763_WAHB01002763.1,0.3228,3970,101.0865,no-hit
2763,ENA_WAHB01002764_WAHB01002764.1,0.3827,3995,919.0911,no-hit
2764,ENA_WAHB01002765_WAHB01002765.1,0.3836,4031,289.8991,no-hit
2765,ENA_WAHB01002766_WAHB01002766.1,0.3995,3926,224.192,Cnidaria
2766,ENA_WAHB01002767_WAHB01002767.1,0.3983,4038,716.5162,no-hit
2767,ENA_WAHB01002768_WAHB01002768.1,0.4351,3958,474.7463,no-hit
2768,ENA_WAHB01002769_WAHB01002769.1,0.348,3947,140.6689,no-hit
2769,ENA_WAHB01002770_WAHB01002770.1,0.3534,3939,181.7425,no-hit
2770,ENA_WAHB01002771_WAHB01002771.1,0.4642,3970,1677.8596,no-hit
2771,ENA_WAHB01002772_WAHB01002772.1,0.4685,3864,4290.218,no-hit
2772,ENA_WAHB01002773_WAHB01002773.1,0.3957,3874,467.753,no-hit
2773,ENA_WAHB01002774_WAHB01002774.1,0.3767,3824,186.3612,no-hit
2774,ENA_WAHB01002775_WAHB01002775.1,0.3446,3888,484.1302,no-hit
2775,ENA_WAHB01002776_WAHB01002776.1,0.3866,3840,296.5706,no-hit
2776,ENA_WAHB01002777_WAHB01002777.1,0.3821,3844,111.1726,no-hit
2777,ENA_WAHB01002778_WAHB01002778.1,0.3758,3889,300.9139,no-hit
2778,ENA_WAHB01002779_WAHB01002779.1,0.3712,3901,273.8083,Cnidaria
2779,ENA_WAHB01002780_WAHB01002780.1,0.3837,3797,762.7948,no-hit
2780,ENA_WAHB01002781_WAHB01002781.1,0.3813,3880,199.9407,no-hit
2781,ENA_WAHB01002782_WAHB01002782.1,0.3812,3759,3437.9688,no-hit
2782,ENA_WAHB01002783_WAHB01002783.1,0.3873,3863,329.7117,no-hit
2783,ENA_WAHB01002784_WAHB01002784.1,0.3998,3845,276.2163,no-hit
2784,ENA_WAHB01002785_WAHB01002785.1,0.458,3854,588.6326,no-hit
